ImageId_ClassId,1,2,3,4,is_valid
0002cc93b.jpg,1,0,0,0,False
00031f466.jpg,0,0,0,0,False
000418bfc.jpg,0,0,0,0,False
000789191.jpg,0,0,0,0,False
0007a71bf.jpg,0,0,1,0,False
000a4bcdd.jpg,1,0,0,0,True
000f6bf48.jpg,0,0,0,1,False
0014fce06.jpg,0,0,1,0,True
001982b08.jpg,0,0,0,0,False
001d1b355.jpg,0,0,0,0,False
001d3d093.jpg,0,0,0,0,False
0025bde0c.jpg,0,0,1,1,True
002af848d.jpg,0,0,0,1,True
002e73b3c.jpg,0,0,0,0,False
002fc4e19.jpg,1,1,0,0,False
0030401a5.jpg,0,0,0,1,False
003ac9d2a.jpg,0,0,0,0,False
0046839bd.jpg,0,0,1,0,True
005b92582.jpg,0,0,0,0,False
005d86c25.jpg,0,0,1,0,False
005da33cf.jpg,0,0,0,0,False
005dbf0e0.jpg,0,0,0,0,False
005f02e20.jpg,0,0,1,0,False
005f19695.jpg,0,0,1,0,True
006a4402e.jpg,0,0,0,0,False
0074d81d0.jpg,0,0,0,0,False
00762aa3b.jpg,0,0,0,0,False
007f28bba.jpg,0,0,0,0,False
008479d08.jpg,0,0,0,0,False
008621629.jpg,0,0,0,1,True
0088260da.jpg,0,0,1,0,False
00894274f.jpg,0,0,0,0,False
008b9acf5.jpg,0,0,0,0,False
008d0f87b.jpg,0,0,1,0,True
008ef3d74.jpg,1,1,0,0,True
0095cd374.jpg,0,0,1,0,True
009b12ccc.jpg,0,0,0,0,False
00ac8372f.jpg,1,1,0,0,False
00af2671f.jpg,0,0,1,0,False
00b989e78.jpg,0,0,0,0,False
00bc01bfe.jpg,1,0,0,0,False
00bf8497a.jpg,0,0,1,0,True
00c24a74c.jpg,0,0,0,0,False
00c6060db.jpg,0,0,0,0,False
00c88fed0.jpg,1,1,0,0,True
00cdb56a0.jpg,0,0,1,0,False
00d639396.jpg,0,0,1,0,True
00d7ae946.jpg,0,0,0,0,False
00dcb19f3.jpg,0,0,0,0,False
00ded7837.jpg,0,0,0,0,False
00e0398ad.jpg,0,0,1,0,False
00ec97699.jpg,0,0,1,0,True
00f1665e6.jpg,0,0,1,0,False
00f68d337.jpg,0,0,0,0,False
00f6e702c.jpg,0,0,1,0,False
00f95222c.jpg,0,0,0,0,False
00fe04c98.jpg,0,0,0,0,False
00fe7f023.jpg,0,0,0,0,False
0101e2cf0.jpg,0,0,0,0,False
01053d28f.jpg,1,0,0,0,True
010db68d1.jpg,1,0,0,0,False
012a4581b.jpg,0,0,0,0,False
012a9a4c7.jpg,1,0,0,0,True
012d29df4.jpg,0,0,1,0,True
012f26693.jpg,0,0,1,1,False
01338c0ea.jpg,0,0,1,0,False
0139dd004.jpg,0,0,1,0,True
0141c9bf3.jpg,0,0,1,0,True
014409fcc.jpg,0,0,0,0,False
0148e9891.jpg,0,0,1,0,False
014ebe543.jpg,0,0,1,0,True
01540cab1.jpg,0,0,1,0,False
015ed7fac.jpg,0,0,0,0,False
01661826d.jpg,1,0,0,0,False
0167a740e.jpg,1,0,0,0,True
016af13d0.jpg,0,0,1,0,True
016efe618.jpg,0,0,0,1,False
01764ee81.jpg,0,0,1,0,False
017c828a1.jpg,1,0,0,0,False
017d75655.jpg,0,0,0,0,False
0181695f9.jpg,0,0,0,0,False
018ccdfed.jpg,0,0,0,1,True
01919944c.jpg,0,0,1,0,True
0198ab92d.jpg,0,0,0,0,False
019f42c2a.jpg,0,0,1,0,False
01a1027ce.jpg,0,0,1,0,False
01afbfa7a.jpg,0,0,0,1,False
01b043500.jpg,0,0,1,0,True
01b237ab8.jpg,0,0,0,0,False
01b492dd6.jpg,0,0,1,0,False
01b6c2dc1.jpg,0,0,0,0,False
01c3ef286.jpg,0,0,1,0,True
01cf446d4.jpg,0,0,1,0,False
01cfacf80.jpg,0,0,1,1,True
01d590c5f.jpg,0,0,0,0,False
01d97b205.jpg,0,0,0,0,False
01dbcd2ec.jpg,0,0,0,0,False
01df77e59.jpg,1,0,0,0,True
01e020dc5.jpg,0,0,1,0,True
01e501f99.jpg,0,0,0,0,False
01e69cfc3.jpg,0,0,0,0,False
01ebe0d32.jpg,0,0,1,0,True
01fd320c9.jpg,0,0,1,0,False
01fd50e68.jpg,0,0,1,0,False
0202a5f22.jpg,0,0,0,0,False
020ff3106.jpg,0,0,1,0,True
0217af9b1.jpg,0,0,1,0,False
0218c0fcc.jpg,0,0,0,1,True
02291e913.jpg,0,0,1,0,True
023353d24.jpg,0,0,0,0,False
023a21cf2.jpg,0,0,0,0,False
02431211b.jpg,0,0,1,0,False
02449f836.jpg,0,0,0,0,False
025cb9f6e.jpg,0,0,1,0,True
025dc8dc8.jpg,0,0,1,0,False
026105525.jpg,0,0,0,0,False
026183d85.jpg,0,1,0,0,False
02701c239.jpg,0,0,1,0,True
02709b038.jpg,0,0,0,0,False
0274a26b4.jpg,0,0,0,0,False
02761e0d1.jpg,0,0,0,0,False
027b280f4.jpg,0,0,0,0,False
0281aba7b.jpg,0,0,1,0,False
0285f63ad.jpg,0,0,0,0,False
028eb44d1.jpg,0,0,1,0,True
028ed7768.jpg,0,0,1,0,True
0294f23c0.jpg,0,0,1,0,False
02a78fb18.jpg,0,0,0,0,False
02aa62471.jpg,0,0,0,0,False
02b2cb5c3.jpg,0,0,0,0,False
02b2d3aa4.jpg,1,0,0,0,False
02b6b9f29.jpg,0,0,0,0,False
02b906933.jpg,0,0,1,0,False
02bb80457.jpg,0,0,0,0,False
02bf279c9.jpg,0,0,1,0,True
02c4655ff.jpg,1,0,0,0,True
02c79bfcb.jpg,0,0,1,0,True
02c7f44d9.jpg,0,0,0,0,False
02d006f47.jpg,0,0,0,0,False
